Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Caller","System.Xml.Serialization.XmlSerializer.Deserialize(class System.Xml.XmlReader)","BingAnswers.ehow.ParseSearchResult(class System.IO.Stream,string)",1,1,0.00,0.00,
"Caller","System.Xml.Serialization.XmlSerializer.Deserialize(class System.Xml.XmlReader)","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)",1,1,0.00,0.00,
"Root","System.Xml.XmlDocument.Load(class System.IO.Stream)","System.Xml.XmlDocument.Load(class System.IO.Stream)",1,1,0.00,0.00,
"Caller","System.Xml.XmlDocument.Load(class System.IO.Stream)","BingAnswers.WikiHow.ParseSearchResult(class System.IO.Stream,string)",1,1,0.00,0.00,
"Root","System.Xml.XmlDocument.LoadXml(string)","System.Xml.XmlDocument.LoadXml(string)",8,8,0.03,0.03,
"Caller","System.Xml.XmlDocument.LoadXml(string)","BingAnswers.MSDNForum.ParseAnswer(string)",8,8,0.03,0.03,
"Root","System.Xml.XmlNameTable..ctor()","System.Xml.XmlNameTable..ctor()",1,1,0.00,0.00,
"Caller","System.Xml.XmlNameTable..ctor()","HtmlAgilityPack.HtmlNameTable..ctor()",1,1,0.00,0.00,
"Root","System.Xml.XmlNode.get_FirstChild()","System.Xml.XmlNode.get_FirstChild()",1,1,0.00,0.00,
"Caller","System.Xml.XmlNode.get_FirstChild()","BingAnswers.MSDNForum.ParseAnswer(string)",1,1,0.00,0.00,
"Root","System.Xml.XmlReader.Create(string)","System.Xml.XmlReader.Create(string)",1,1,0.00,0.00,
"Caller","System.Xml.XmlReader.Create(string)","NLog.Config.XmlLoggingConfiguration..ctor(string)",1,1,0.00,0.00,
"Root","System.Xml.XmlReader.ReadToFollowing(string)","System.Xml.XmlReader.ReadToFollowing(string)",1,1,0.00,0.00,
"Caller","System.Xml.XmlReader.ReadToFollowing(string)","BingAnswers.YahooAnswers.ParseQuestionResponse(class System.IO.Stream)",1,1,0.00,0.00,
"Root","System.Xml.XPath.XPathNavigator..ctor()","System.Xml.XPath.XPathNavigator..ctor()",4,4,0.02,0.02,
"Caller","System.Xml.XPath.XPathNavigator..ctor()","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)",4,4,0.02,0.02,
"Root","System.Xml.XPath.XPathNavigator.Select(string)","System.Xml.XPath.XPathNavigator.Select(string)",596,120,2.38,0.48,
"Caller","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNode.SelectNodes(string)",596,120,2.38,0.48,
"Callee","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNodeNavigator.Clone()",218,18,0.87,0.07,
"Callee","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNodeNavigator.get_HasAttributes()",1,1,0.00,0.00,
"Callee","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()",63,1,0.25,0.00,
"Callee","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNodeNavigator.get_NodeType()",10,8,0.04,0.03,
"Callee","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNodeNavigator.get_Value()",1,0,0.00,0.00,
"Callee","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNodeNavigator.IsSamePosition(class System.Xml.XPath.XPathNavigator)",13,13,0.05,0.05,
"Callee","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstAttribute()",4,1,0.02,0.00,
"Callee","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNodeNavigator.MoveToFirstChild()",16,2,0.06,0.01,
"Callee","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNodeNavigator.MoveToNext()",41,28,0.16,0.11,
"Callee","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNodeNavigator.MoveToNextAttribute()",3,1,0.01,0.00,
"Callee","System.Xml.XPath.XPathNavigator.Select(string)","HtmlAgilityPack.HtmlNodeNavigator.MoveToParent()",106,76,0.42,0.30,
"Root","ThreadNative::IsAlive(class ThreadBaseObject *)","ThreadNative::IsAlive(class ThreadBaseObject *)",175,175,0.70,0.70,
"Caller","ThreadNative::IsAlive(class ThreadBaseObject *)","BingAnswers.MSDNForum.GetAnswer(string)",8,8,0.03,0.03,
"Caller","ThreadNative::IsAlive(class ThreadBaseObject *)","BingAnswers.Quora.GetAnswer(string)",121,121,0.48,0.48,
"Caller","ThreadNative::IsAlive(class ThreadBaseObject *)","BingAnswers.StackOverflow.GetAnswer(string)",3,3,0.01,0.01,
"Caller","ThreadNative::IsAlive(class ThreadBaseObject *)","BingAnswers.WikiAnswers.GetAnswer(string)",19,19,0.08,0.08,
"Caller","ThreadNative::IsAlive(class ThreadBaseObject *)","BingAnswers.WikiHow.GetAnswer(string)",24,24,0.10,0.10,
"Root","Unknown Frame(s)","Unknown Frame(s)",1,1,0.00,0.00,
"Caller","Unknown Frame(s)","BingAnswers.Quora.GetAnswer(string)",1,1,0.00,0.00,
"Root","WKS::GCHeap::Alloc(struct alloc_context *,unsigned int,unsigned long)","WKS::GCHeap::Alloc(struct alloc_context *,unsigned int,unsigned long)",1,1,0.00,0.00,
"Caller","WKS::GCHeap::Alloc(struct alloc_context *,unsigned int,unsigned long)","BingAnswers.Quora.ParseSearchResult(class System.IO.Stream,string)",1,1,0.00,0.00,
