Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Caller","HtmlAgilityPack.HtmlAttributeCollection..ctor(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlNode.get_Attributes()",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlAttributeCollection..ctor(class HtmlAgilityPack.HtmlNode)","System.Collections.Generic.Dictionary`2..ctor()",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlAttributeCollection.Append(class HtmlAgilityPack.HtmlAttribute)","HtmlAgilityPack.HtmlAttributeCollection.Append(class HtmlAgilityPack.HtmlAttribute)",19,0,0.08,0.00,
"Caller","HtmlAgilityPack.HtmlAttributeCollection.Append(class HtmlAgilityPack.HtmlAttribute)","HtmlAgilityPack.HtmlDocument.PushAttributeNameEnd(int32)",19,0,0.08,0.00,
"Callee","HtmlAgilityPack.HtmlAttributeCollection.Append(class HtmlAgilityPack.HtmlAttribute)","HtmlAgilityPack.HtmlAttribute.get_Name()",8,0,0.03,0.00,
"Callee","HtmlAgilityPack.HtmlAttributeCollection.Append(class HtmlAgilityPack.HtmlAttribute)","System.Collections.Generic.Dictionary`2.set_Item(!0,!1)",11,11,0.04,0.04,
"Root","HtmlAgilityPack.HtmlAttributeCollection.get_Count()","HtmlAgilityPack.HtmlAttributeCollection.get_Count()",2,2,0.01,0.01,
"Caller","HtmlAgilityPack.HtmlAttributeCollection.get_Count()","HtmlAgilityPack.HtmlNode.get_HasAttributes()",2,2,0.01,0.01,
"Root","HtmlAgilityPack.HtmlAttributeCollection.get_Item(int32)","HtmlAgilityPack.HtmlAttributeCollection.get_Item(int32)",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlAttributeCollection.get_Item(int32)","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlAttributeCollection.get_Item(int32)","System.Collections.Generic.List`1.get_Item(int32)",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlAttributeCollection.get_Item(string)","HtmlAgilityPack.HtmlAttributeCollection.get_Item(string)",16,0,0.06,0.00,
"Caller","HtmlAgilityPack.HtmlAttributeCollection.get_Item(string)","HtmlAgilityPack.HtmlNode.GetId()",16,0,0.06,0.00,
"Callee","HtmlAgilityPack.HtmlAttributeCollection.get_Item(string)","System.Collections.Generic.Dictionary`2.ContainsKey(!0)",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlAttributeCollection.get_Item(string)","System.String.ToLower()",15,15,0.06,0.06,
"Root","HtmlAgilityPack.HtmlDocument..ctor()","HtmlAgilityPack.HtmlDocument..ctor()",101,22,0.40,0.09,
"Caller","HtmlAgilityPack.HtmlDocument..ctor()","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)",101,22,0.40,0.09,
"Callee","HtmlAgilityPack.HtmlDocument..ctor()","_JIT_WriteBarrierEAX@0",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlDocument..ctor()","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)",15,3,0.06,0.01,
"Callee","HtmlAgilityPack.HtmlDocument..ctor()","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)",3,3,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlDocument..ctor()","System.Collections.Generic.List`1..ctor()",9,9,0.04,0.04,
"Callee","HtmlAgilityPack.HtmlDocument..ctor()","System.Collections.Hashtable..ctor()",46,46,0.18,0.18,
"Callee","HtmlAgilityPack.HtmlDocument..ctor()","System.Object..ctor()",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlDocument..ctor()","System.Text.Encoding.get_Default()",4,4,0.02,0.02,
"Root","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()",54,2,0.22,0.01,
"Caller","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",54,2,0.22,0.01,
"Callee","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)",18,1,0.07,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()","HtmlAgilityPack.HtmlNode.get_Name()",25,0,0.10,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()","HtmlAgilityPack.HtmlNode.IsClosedElement(string)",5,0,0.02,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()","System.Collections.Hashtable.get_Item(object)",2,2,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()","System.Collections.Hashtable.InitHash(object,int32,uint32&,uint32&)",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlDocument.CreateAttribute()","HtmlAgilityPack.HtmlDocument.CreateAttribute()",1,1,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.CreateAttribute()","HtmlAgilityPack.HtmlDocument.PushAttributeNameStart(int32)",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)",29,4,0.12,0.02,
"Caller","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)","HtmlAgilityPack.HtmlDocument..ctor()",15,3,0.06,0.01,
"Caller","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)","HtmlAgilityPack.HtmlDocument.PushNodeStart(valuetype HtmlAgilityPack.HtmlNodeType,int32)",14,1,0.06,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)",19,8,0.08,0.03,
"Callee","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)","HtmlAgilityPack.HtmlTextNode..ctor(class HtmlAgilityPack.HtmlDocument,int32)",2,1,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)",4,4,0.02,0.02,
"Root","HtmlAgilityPack.HtmlDocument.CurrentNodeName()","HtmlAgilityPack.HtmlDocument.CurrentNodeName()",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.CurrentNodeName()","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.CurrentNodeName()","System.String.Substring(int32,int32)",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlDocument.IncrementPosition()","HtmlAgilityPack.HtmlDocument.IncrementPosition()",14,14,0.06,0.06,
"Caller","HtmlAgilityPack.HtmlDocument.IncrementPosition()","HtmlAgilityPack.HtmlDocument.Parse()",14,14,0.06,0.06,
"Root","HtmlAgilityPack.HtmlDocument.IsWhiteSpace(int32)","HtmlAgilityPack.HtmlDocument.IsWhiteSpace(int32)",2,2,0.01,0.01,
"Caller","HtmlAgilityPack.HtmlDocument.IsWhiteSpace(int32)","HtmlAgilityPack.HtmlDocument.Parse()",2,2,0.01,0.01,
"Root","HtmlAgilityPack.HtmlDocument.Load(class System.IO.Stream)","HtmlAgilityPack.HtmlDocument.Load(class System.IO.Stream)","1,062",0,4.23,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.Load(class System.IO.Stream)","BingAnswers.ehow.GetEhowAnswer(class BingAnswers.Answer,class System.Collections.Generic.List`1<class BingAnswers.Answer>)",30,0,0.12,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.Load(class System.IO.Stream)","BingAnswers.Quora.GetQuoraAnswer(class BingAnswers.Answer,class System.Collections.Generic.List`1<class BingAnswers.Answer>)",924,0,3.68,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.Load(class System.IO.Stream)","BingAnswers.WikiAnswers.GetWikiAnswer(class BingAnswers.Answer,class System.Collections.Generic.List`1<class BingAnswers.Answer>)",32,0,0.13,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.Load(class System.IO.Stream)","BingAnswers.WikiHow.GetWikihowAnswer(class BingAnswers.Answer,class System.Collections.Generic.List`1<class BingAnswers.Answer>)",76,0,0.30,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.Load(class System.IO.Stream)","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)","1,062",2,4.23,0.01,
"Root","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)","1,062",2,4.23,0.01,
"Caller","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)","HtmlAgilityPack.HtmlDocument.Load(class System.IO.Stream)","1,062",2,4.23,0.01,
"Callee","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)","HtmlAgilityPack.HtmlDocument.Parse()","1,036",53,4.13,0.21,
"Callee","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)","System.IO.StreamReader.ReadToEnd()",21,21,0.08,0.08,
"Callee","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)","System.String.Compare(string,string,bool)",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)","System.String.Concat(string,string)",2,2,0.01,0.01,
"Root","HtmlAgilityPack.HtmlDocument.NewCheck()","HtmlAgilityPack.HtmlDocument.NewCheck()",28,4,0.11,0.02,
"Caller","HtmlAgilityPack.HtmlDocument.NewCheck()","HtmlAgilityPack.HtmlDocument.Parse()",28,4,0.11,0.02,
"Callee","HtmlAgilityPack.HtmlDocument.NewCheck()","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",12,1,0.05,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.NewCheck()","HtmlAgilityPack.HtmlDocument.PushNodeStart(valuetype HtmlAgilityPack.HtmlNodeType,int32)",12,0,0.05,0.00,
"Root","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlDocument.Parse()","1,036",53,4.13,0.21,
"Caller","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlDocument.Load(class System.IO.TextReader)","1,036",53,4.13,0.21,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlDocument.IncrementPosition()",14,14,0.06,0.06,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlDocument.IsWhiteSpace(int32)",2,2,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlDocument.NewCheck()",28,4,0.11,0.02,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlDocument.PushAttributeNameEnd(int32)",22,1,0.09,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlDocument.PushAttributeNameStart(int32)",3,1,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlDocument.PushAttributeValueEnd(int32)",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlDocument.PushAttributeValueStart(int32,int32)",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",126,1,0.50,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlDocument.PushNodeStart(valuetype HtmlAgilityPack.HtmlNodeType,int32)",2,0,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","HtmlAgilityPack.HtmlNode.get_Name()",358,5,1.43,0.02,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","System.String.Compare(string,string,bool)",261,261,1.04,1.04,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","System.String.Concat(string,string)",89,89,0.35,0.35,
"Callee","HtmlAgilityPack.HtmlDocument.Parse()","System.String.Substring(int32,int32)",76,76,0.30,0.30,
"Root","HtmlAgilityPack.HtmlDocument.PushAttributeNameEnd(int32)","HtmlAgilityPack.HtmlDocument.PushAttributeNameEnd(int32)",22,1,0.09,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.PushAttributeNameEnd(int32)","HtmlAgilityPack.HtmlDocument.Parse()",22,1,0.09,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushAttributeNameEnd(int32)","HtmlAgilityPack.HtmlAttributeCollection.Append(class HtmlAgilityPack.HtmlAttribute)",19,0,0.08,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushAttributeNameEnd(int32)","HtmlAgilityPack.HtmlNode.get_Attributes()",2,0,0.01,0.00,
"Root","HtmlAgilityPack.HtmlDocument.PushAttributeNameStart(int32)","HtmlAgilityPack.HtmlDocument.PushAttributeNameStart(int32)",3,1,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.PushAttributeNameStart(int32)","HtmlAgilityPack.HtmlDocument.Parse()",3,1,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushAttributeNameStart(int32)","_JIT_WriteBarrierEAX@0",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushAttributeNameStart(int32)","HtmlAgilityPack.HtmlDocument.CreateAttribute()",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlDocument.PushAttributeValueEnd(int32)","HtmlAgilityPack.HtmlDocument.PushAttributeValueEnd(int32)",1,1,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.PushAttributeValueEnd(int32)","HtmlAgilityPack.HtmlDocument.Parse()",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlDocument.PushAttributeValueStart(int32,int32)","HtmlAgilityPack.HtmlDocument.PushAttributeValueStart(int32,int32)",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.PushAttributeValueStart(int32,int32)","HtmlAgilityPack.HtmlDocument.Parse()",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushAttributeValueStart(int32,int32)","HtmlAgilityPack.HtmlAttribute.set_QuoteType(valuetype HtmlAgilityPack.AttributeValueQuote)",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",138,2,0.55,0.01,
"Caller","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","HtmlAgilityPack.HtmlDocument.NewCheck()",12,1,0.05,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","HtmlAgilityPack.HtmlDocument.Parse()",126,1,0.50,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()",54,2,0.22,0.01,
"Callee","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","HtmlAgilityPack.HtmlDocument.CurrentNodeName()",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","HtmlAgilityPack.HtmlDocument.ReadDocumentEncoding(class HtmlAgilityPack.HtmlNode)",2,0,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)",38,1,0.15,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","HtmlAgilityPack.HtmlNode.get_Name()",18,0,0.07,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","HtmlAgilityPack.HtmlNode.IsCDataElement(string)",8,1,0.03,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","HtmlAgilityPack.HtmlNode.IsClosedElement(string)",5,0,0.02,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","HtmlAgilityPack.HtmlNode.IsEmptyElement(string)",7,0,0.03,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","System.Collections.Hashtable.get_Item(object)",2,2,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)","System.Collections.Hashtable.set_Item(object,object)",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlDocument.PushNodeStart(valuetype HtmlAgilityPack.HtmlNodeType,int32)","HtmlAgilityPack.HtmlDocument.PushNodeStart(valuetype HtmlAgilityPack.HtmlNodeType,int32)",16,2,0.06,0.01,
"Caller","HtmlAgilityPack.HtmlDocument.PushNodeStart(valuetype HtmlAgilityPack.HtmlNodeType,int32)","HtmlAgilityPack.HtmlDocument.NewCheck()",12,0,0.05,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.PushNodeStart(valuetype HtmlAgilityPack.HtmlNodeType,int32)","HtmlAgilityPack.HtmlDocument.Parse()",2,0,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.PushNodeStart(valuetype HtmlAgilityPack.HtmlNodeType,int32)","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)",14,1,0.06,0.00,
"Root","HtmlAgilityPack.HtmlDocument.ReadDocumentEncoding(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlDocument.ReadDocumentEncoding(class HtmlAgilityPack.HtmlNode)",2,0,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.ReadDocumentEncoding(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",2,0,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.ReadDocumentEncoding(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlNode.get_Name()",2,0,0.01,0.00,
"Root","HtmlAgilityPack.HtmlDocument.SetIdForNode(class HtmlAgilityPack.HtmlNode,string)","HtmlAgilityPack.HtmlDocument.SetIdForNode(class HtmlAgilityPack.HtmlNode,string)",15,0,0.06,0.00,
"Caller","HtmlAgilityPack.HtmlDocument.SetIdForNode(class HtmlAgilityPack.HtmlNode,string)","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)",15,0,0.06,0.00,
"Callee","HtmlAgilityPack.HtmlDocument.SetIdForNode(class HtmlAgilityPack.HtmlNode,string)","System.Collections.Hashtable.set_Item(object,object)",6,6,0.02,0.02,
"Callee","HtmlAgilityPack.HtmlDocument.SetIdForNode(class HtmlAgilityPack.HtmlNode,string)","System.String.ToLower()",9,9,0.04,0.04,
"Root","HtmlAgilityPack.HtmlNameTable..ctor()","HtmlAgilityPack.HtmlNameTable..ctor()",34,11,0.14,0.04,
"Caller","HtmlAgilityPack.HtmlNameTable..ctor()","HtmlAgilityPack.HtmlNodeNavigator..ctor(class HtmlAgilityPack.HtmlNodeNavigator)",34,11,0.14,0.04,
"Callee","HtmlAgilityPack.HtmlNameTable..ctor()","_JIT_WriteBarrierESI@0",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNameTable..ctor()","JIT_NewFast(struct CORINFO_CLASS_STRUCT_ *)",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNameTable..ctor()","System.Xml.NameTable..ctor()",20,20,0.08,0.08,
"Callee","HtmlAgilityPack.HtmlNameTable..ctor()","System.Xml.XmlNameTable..ctor()",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlNameTable.Get(string)","HtmlAgilityPack.HtmlNameTable.Get(string)",7,1,0.03,0.00,
"Caller","HtmlAgilityPack.HtmlNameTable.Get(string)","HtmlAgilityPack.HtmlNameTable.GetOrAdd(string)",7,1,0.03,0.00,
"Callee","HtmlAgilityPack.HtmlNameTable.Get(string)","System.Xml.NameTable.Get(string)",6,6,0.02,0.02,
"Root","HtmlAgilityPack.HtmlNameTable.GetOrAdd(string)","HtmlAgilityPack.HtmlNameTable.GetOrAdd(string)",10,3,0.04,0.01,
"Caller","HtmlAgilityPack.HtmlNameTable.GetOrAdd(string)","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()",10,3,0.04,0.01,
"Callee","HtmlAgilityPack.HtmlNameTable.GetOrAdd(string)","HtmlAgilityPack.HtmlNameTable.Get(string)",7,1,0.03,0.00,
"Root","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)",20,8,0.08,0.03,
"Caller","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)","HtmlAgilityPack.HtmlDocument.CreateNode(valuetype HtmlAgilityPack.HtmlNodeType,int32)",19,8,0.08,0.03,
"Caller","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)","HtmlAgilityPack.HtmlTextNode..ctor(class HtmlAgilityPack.HtmlDocument,int32)",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)","_JIT_WriteBarrierEAX@0",2,2,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)","_JIT_WriteBarrierESI@0",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)","HtmlAgilityPack.HtmlNode.set_Name(string)",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode..ctor(valuetype HtmlAgilityPack.HtmlNodeType,class HtmlAgilityPack.HtmlDocument,int32)","System.Collections.Hashtable.Add(object,object)",8,8,0.03,0.03,
"Root","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)",39,1,0.16,0.00,
"Caller","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlDocument.PushNodeEnd(int32,bool)",38,1,0.15,0.00,
"Callee","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlDocument.SetIdForNode(class HtmlAgilityPack.HtmlNode,string)",15,0,0.06,0.00,
"Callee","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlNode.get_ChildNodes()",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlNode.GetId()",17,0,0.07,0.00,
"Callee","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlNodeCollection.Append(class HtmlAgilityPack.HtmlNode)",5,0,0.02,0.00,
"Root","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)",18,1,0.07,0.00,
"Caller","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlDocument.CloseCurrentNode()",18,1,0.07,0.00,
"Callee","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlNode.get_Name()",6,0,0.02,0.00,
"Callee","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)","HtmlAgilityPack.HtmlNodeCollection.System.Collections.Generic.IEnumerable<HtmlAgilityPack.HtmlNode>.GetEnumerator()",3,1,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)","System.Collections.Generic.List`1.Enumerator.Dispose()",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)","System.Collections.Generic.List`1.Enumerator.MoveNext()",2,2,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)","System.Collections.Hashtable.get_Item(object)",2,2,0.01,0.01,
"Callee","HtmlAgilityPack.HtmlNode.CloseNode(class HtmlAgilityPack.HtmlNode)","System.Collections.Hashtable.Remove(object)",3,3,0.01,0.01,
"Root","HtmlAgilityPack.HtmlNode.get_Attributes()","HtmlAgilityPack.HtmlNode.get_Attributes()",9,2,0.04,0.01,
"Caller","HtmlAgilityPack.HtmlNode.get_Attributes()","HtmlAgilityPack.HtmlDocument.PushAttributeNameEnd(int32)",2,0,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_Attributes()","HtmlAgilityPack.HtmlNode.GetId()",1,0,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_Attributes()","HtmlAgilityPack.HtmlNodeNavigator.get_HasAttributes()",3,1,0.01,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_Attributes()","HtmlAgilityPack.HtmlNodeNavigator.get_LocalName()",1,1,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_Attributes()","HtmlAgilityPack.HtmlNodeNavigator.MoveToNextAttribute()",2,0,0.01,0.00,
"Callee","HtmlAgilityPack.HtmlNode.get_Attributes()","_JIT_WriteBarrierEDI@0",1,1,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode.get_Attributes()","HtmlAgilityPack.HtmlAttributeCollection..ctor(class HtmlAgilityPack.HtmlNode)",1,0,0.00,0.00,
"Callee","HtmlAgilityPack.HtmlNode.get_Attributes()","HtmlAgilityPack.HtmlNode.get_HasAttributes()",5,3,0.02,0.01,
"Root","HtmlAgilityPack.HtmlNode.get_ChildNodes()","HtmlAgilityPack.HtmlNode.get_ChildNodes()",1,1,0.00,0.00,
"Caller","HtmlAgilityPack.HtmlNode.get_ChildNodes()","HtmlAgilityPack.HtmlNode.AppendChild(class HtmlAgilityPack.HtmlNode)",1,1,0.00,0.00,
"Root","HtmlAgilityPack.HtmlNode.get_HasAttributes()","HtmlAgilityPack.HtmlNode.get_HasAttributes()",5,3,0.02,0.01,
"Caller","HtmlAgilityPack.HtmlNode.get_HasAttributes()","HtmlAgilityPack.HtmlNode.get_Attributes()",5,3,0.02,0.01,
"Callee","HtmlAgilityPack.HtmlNode.get_HasAttributes()","HtmlAgilityPack.HtmlAttributeCollection.get_Count()",2,2,0.01,0.01,
